25970:
 num     #instances         #bytes  class name (module)
 222:          1259          30216  net.minecraft.util.parsing.packrat.Rule$WrappedTerm
 223:           619          29712  java.util.WeakHashMap (java.base@21.0.12.1)
 224:           625          29696  [Ljava.lang.reflect.Method; (java.base@21.0.12.1)
 225:          1222          29328  com.mojang.datafixers.util.Either$Left
 226:           609          29232  com.google.common.collect.SingletonImmutableBiMap
 227:           730          29200  jdk.jfr.ValueDescriptor (jdk.jfr@21.0.12.1)
 228:           362          28960  net.minecraft.advancements.critereon.EntityPredicate
 229:             8          28800  [Ljava.nio.ByteBuffer; (java.base@21.0.12.1)
 230:           898          28736  java.lang.Package (java.base@21.0.12.1)
 231:           511          28616  net.minecraft.network.chat.Style
 232:          1171          28104  ca.spottedleaf.moonrise.patches.blockstate_propertyaccess.util.ZeroCollidingReferenceStateTable
 233:          1171          28104  it.unimi.dsi.fastutil.objects.ReferenceArrayList
 234:          1171          28104  net.minecraft.world.level.block.state.StateDefinition
 235:          1171          28104  net.minecraft.world.level.block.state.StateDefinition$$Lambda/0x00007f20203ef488
 236:           701          28040  net.minecraft.world.item.crafting.ShapedRecipePattern
 237:           700          28000  net.minecraft.world.item.crafting.ShapedRecipe
 238:          1166          27984  org.bukkit.craftbukkit.block.CraftBlockType
 239:           867          27744  com.mojang.serialization.codecs.OptionalFieldCodec
 240:           867          27744  sun.security.util.DerValue (java.base@21.0.12.1)
 241:           577          27696  java.util.TreeMap (java.base@21.0.12.1)
 242:          1153          27672  net.minecraft.nbt.LongTag
 243:          1694          27104  net.minecraft.world.item.crafting.display.SlotDisplay$ItemStackSlotDisplay
 244:          1677          26832  net.minecraft.util.datafix.schemas.V1460$$Lambda/0x00007f20206e0000
 245:          1661          26576  net.minecraft.core.Holder$Direct
 246:          1094          26256  it.unimi.dsi.fastutil.ints.IntArrayList
 247:           816          26112  net.minecraft.world.level.storage.loot.functions.SetItemCountFunction
 248:          1086          26064  com.mojang.serialization.codecs.RecordCodecBuilder$2
 249:          1576          25216  java.util.AbstractMap$1 (java.base@21.0.12.1)
 250:          1575          25200  net.minecraft.advancements.AdvancementRequirements
 251:          1044          25056  sun.security.util.DomainName$Rule (java.base@21.0.12.1)
 252:           782          25024  com.google.common.collect.RegularImmutableSortedSet
 253:          1040          24960  net.minecraft.util.parsing.packrat.commands.StringReaderTerms$2
 254:           622          24880  java.util.WeakHashMap$Entry (java.base@21.0.12.1)
 255:          1024          24576  org.bukkit.craftbukkit.block.impl.CraftFire
 256:          1024          24576  org.bukkit.craftbukkit.block.impl.CraftStainedGlassPane
 257:          1020          24480  com.mojang.datafixers.types.templates.Check
 258:          1530          24480  net.minecraft.core.component.DataComponentMap$Builder$SimpleMap
 259:           599          23960  net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate$JigsawBlockInfo
 260:           596          23840  net.minecraft.world.phys.Vec3
 261:          1488          23808  org.bukkit.craftbukkit.inventory.CraftItemType$$Lambda/0x00007f20209db778
 262:           595          23800  java.lang.Package$VersionInfo (java.base@21.0.12.1)
 263:           594          23760  net.minecraft.world.level.levelgen.synth.ImprovedNoise
